/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_56_504.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_56_504.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_56_504.jpg,0,0,0,9.425042E-06
/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_56_573.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_56_573.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_56_573.jpg,0,0,0,2.574509E-05
/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_56_642.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_56_642.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_56_642.jpg,0,0,0,4.059696E-06
/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_56_710.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_56_710.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_56_710.jpg,0,0,0,2.227638E-06
/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_56_778.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_56_778.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_56_778.jpg,0,0,0,1.576698E-05
/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_56_847.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_56_847.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_56_847.jpg,0,0,0,6.231033E-07
/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_56_917.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_56_917.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_56_917.jpg,0,0,0,1.490176E-05
/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_56_987.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_56_987.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_56_987.jpg,0,0,0,1.208057E-05
/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_57_057.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_57_057.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_57_057.jpg,0,0,0,6.33112E-06
/home/rakotoew/Documents/Data/first_track_10lap/IMG/center_2022_09_02_15_43_57_127.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/left_2022_09_02_15_43_57_127.jpg,/home/rakotoew/Documents/Data/first_track_10lap/IMG/right_2022_09_02_15_43_57_127.jpg,0,0,0,1.26417E-05
